10000.0  0.00401214  0.01542365
49800.0  0.01975079  0.07589512
89600.0  0.03513191  0.13494317
129400.0  0.0501678   0.19261724
169200.0  0.06487016  0.24896454
209000.0  0.07925018  0.30403009
248800.0  0.09331855  0.35785694
288600.0  0.10708549  0.41048622
328400.0  0.12056079  0.46195727
368200.0  0.1337538   0.51230771
408000.0  0.14667348  0.56157357
447800.0  0.1593284   0.60978935
487600.0  0.17172681  0.65698809
527400.0  0.18387657  0.70320147
567200.0  0.19578526  0.74845987
607000.0  0.20746014  0.79279244
646800.0  0.21890817  0.83622714
686600.0  0.23013605  0.87879084
726400.0  0.2411502   0.92050933
766200.0  0.25195682  0.96140741
806000.0  0.26256184  1.0015089 
845800.0  0.27297098  1.04083672
885600.0  0.28318975  1.07941294
925400.0  0.29322344  1.11725875
965200.0  0.30307716  1.1543946 
1005000.0  0.31275581  1.19084017
1044800.0  0.32226414  1.2266144 
1084600.0  0.33160671  1.26173557
1124400.0  0.34078793  1.2962213 
1164200.0  0.34981203  1.33008857
1204000.0  0.35868313  1.36335376
1243800.0  0.36740518  1.3960327 
1283600.0  0.37598199  1.42814065
1323400.0  0.38441726  1.45969236
1363200.0  0.39271456  1.49070205
1403000.0  0.40087733  1.5211835 
1442800.0  0.4089089   1.55114999
1482600.0  0.4168125   1.58061439
1522400.0  0.42459124  1.60958913
1562200.0  0.43224813  1.63808622
1602000.0  0.4397861   1.66611732
1641800.0  0.44720797  1.69369367
1681600.0  0.45451647  1.72082618
1721400.0  0.46171426  1.7475254 
1761200.0  0.46880391  1.77380157
1801000.0  0.4757879   1.79966459
1840800.0  0.48266864  1.82512406
1880600.0  0.48944847  1.85018927
1920400.0  0.49612967  1.87486927
1960200.0  0.50271442  1.89917279
