100000.0  0.03909364  0.15014514
200000.0  0.07602588  0.29168926
300000.0  0.11097437  0.42534764
400000.0  0.14409771  0.55175846
500000.0  0.17553798  0.67149293
600000.0  0.20542281  0.78506382
700000.0  0.23386717  0.8929328 
800000.0  0.26097494  0.99551656
900000.0  0.28684019  1.09319226
1000000.0  0.3115483   1.18630201
1100000.0  0.33517697  1.27515691
1200000.0  0.35779708  1.36004046
1300000.0  0.37947338  1.44121155
1400000.0  0.40026515  1.51890708
1500000.0  0.42022682  1.59334425
1600000.0  0.43940838  1.66472254
1700000.0  0.45785587  1.73322552
1800000.0  0.47561176  1.79902237
1900000.0  0.49271529  1.86226927
2000000.0  0.50920275  1.92311064
